FUNCTION 1: MARINE ENGINEERING AT THE ENGINE MANAGEMENT LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
17,"A cloudy or milky appearing lube oil sample, taken from the main lubricating oil system could be caused by __________.",insufficient cooling water to the lube oil cooler,excessive cooling water to the lube oil cooler,insufficient gland sealing steam,excessive gland sealing steam,D
18,A common trail injection system timing is controlled by the:,injector cam only,fuel pump only,wedge only,injector cam and the wedge,D
19,"A condenser in which a tow of the tubes are connected at the ends by ""U"" bends and through which the condensing water flows",Triple - pipe condenser,Double - pipe condenser,Single - pipe condenser,Union - pipe condenser,D
20,A crack cylinder liner can be caused by _________________,worn piston rings,installation of undersized sealing rings,operating the engine at low loads,restricted cooling water passages,D
21,A cracked diaphragm in a thermostatic expansion valve will  cause the valve to __________.,return to a neutral position,flood the evaporator,open,close,D
22,"A decrease in condenser vacuum is found to be caused by a loss of the air ejector loop seal.  To reestablish the loop seal, you should __________.",crack open the re-circulating line from the DC heater to the condenser hotwell,close in on the re-circulating line from the DC heater to the condenser hotwell,bypass the regulating valve in the condensate re-circulating line until the loop refills,close the condenser loop seal valve until the loop refills and reopen slowly,D
23,A dehydrator installed in a refrigeration system is used to remove __________.,noncondensable gases and vapors,oil from the refrigerant,refrigerant from the oil,moisture from the system,D
24,A desirable property of boiler fuel is,low residual acid after combustion,low carbon content for pound of fuel,high sulphur content for complete combustion,high BTU content per pound of fuel,D
25,A diesel engine cooling water system with a pH factor of 3.0 indicates a condition of __________.,slight acidity,slight alkalinity,excessive alkalinity,excessive acidity,D
26,A diesel engine cranks properly during starting but   immediately stalls. Which of the following systems is most likely at fault?,Hydraulic starting,Electric starting,Ignition,Fuel,D
27,A diesel engine cylinder has a swept volume of 130.5 cubic inches and a clearance volume of 9.0 cubic inches at top dead center.  What is the compression ratio of the engine cylinder?,12.5 : 1,13.5 : 1,14.5 : 1,15.5 : 1,D
28,A diesel engine is equipped with an isochronous hydraulic governor.  A decrease in load will cause the engine speed to __________.,decrease only,increase only,decrease slightly then returned to original speed,increase slightly then returned to original speed,D
29,A diesel engine should not be operated at low loads for long periods of time because __________.,heavy carbon deposits will buildup on the valves and in the exhaust,fuel dilution is increased at low load,exhaust valves may be damaged,all of the above,D
30,A diesel engine should use which type of lubricating oil?,Low viscosity,Cutting oil,High grade vegetable oil,Detergent oil,D
31,"A dirty atomizer sprayer plate in the burner of an auxiliary boiler, would be indicated by                          .",carbon on the register doors,a dazzling white atomizer flame,fluctuating pressure in the windbox,an unevenly shaped burner flame,D
32,"A dirty atomizer sprayer plate in the burner of an auxiliary boiler, would be indicated by                          .",carbon on the register doors,a dazzling white atomizer flame,fluctuating pressure in the windbox,an unevenly shaped burner flame,D
33,A dirty lube oil strainer can result in __________.,crankcase dilution,low lube oil temperature,excessive oil consumption,low bearing oil pressure,D
34,A disadvantage of a two-stroke/cycle diesel engine is __________.,more power strokes per revolution,the use of scavenge air,more complicated valve gear,higher working temperatures of the piston and cylinder,D
35,A distorted spray pattern from a fuel injector can cause __________.,high firing pressure,corrosion of the nozzle tip,low fuel pressure,loss of power,D
36,A distorted spray pattern from a fuel injector can cause a  diesel engine to have __________.,higher firing pressure,more power output,lower fuel pressure,less power output,D
37,"A double suction centrifugal pump impeller has been installed in the reverse direction, and will __________.",have a greater head capacity,operate with increased impeller efficiency,discharge through the suction side of the pump casing,require more power to turn the shaft,D
38,A drop in compression pressure in one cylinder of a diesel  engine can be caused by __________.,a leaking fuel injection nozzle,a clogged air filter,early fuel injection,burned valves,D
39,A firebox explosion in an automatically fired auxiliary boiler may be the result of __________.,excessive purging before lighting off,insufficient trail for ignition period,a faulty transformer in the ignition circuit,insufficient purging before lighting off,D
40,A first stage unloader installed in a low pressure air compressor is unable to completely retract. This will result in __________.,overheating of the discharge valve,loss of moisture in the air charge in the receiver,frequent lifting of the intercooler relief valve,an abnormally low intercooler pressure,D
41,"A flue gas air heater, when installed in a boiler would be accompanied by the operating characteristic(s) of __________.  I. higher uptake temperatures than a boiler without an air heater     II. lower corrosion rates in the uptakes and economiser",I only,II only,Both I and II,Neither I nor II,D
42,A four-stroke cycle main propulsion diesel engine fails to start at normal cranking speed with normal fuel pressure and ambient temperature.  The reason for the failure could be __________.,glazed liners or pistons,high lube oil pressure,excessive compression ratio,excessive air leakage by rings and valves,D
43,"A four-stroke eight cylinder in-line medium speed diesel engine has a firing order of 1-5-2-6-8-4-7-3.  If #2 piston is at TDC and in the firing position, #4 piston is on ______.",the exhaust stroke,bottom dead center,the compression stroke,the intake stroke,D
44,"A four-stroke eight cylinder in-line medium speed diesel engine has a firing order of 1-5-2-6-8-4-7-3.  If #4 piston is at TDC and firing, how many degrees of crankshaft rotation will occur when #5 piston reaches TDC and fires?",120 degrees,180 degrees,240 degrees,360 degrees,D
45,"A four-stroke six cylinder in-line diesel engine has a firing order of 1-5-3-6-2-4.  When cylinder #2 is firing at top  dead center, piston #1 is __________.",at top dead center,on the exhaust stroke,on the compression stroke,on the intake stroke,D
46,"A four-stroke/cycle six cylinder in-line diesel engine has a firing order of 1-5-3-6-2-4.  When cylinder #6 is firing at top  dead center, piston #4 is __________.",at top dead center,on the compression stroke,at bottom dead center,on the intake stroke,D
47,"A fuel oil settler is 35 feet 4 inches (10.7696 m) long, 25 feet 10 inches ( 7.8740 m) wide, and 19 feet (5.7912 m)  deep. The noon sounding indicated a level of 15 feet 2 inches (4.6228 m).  The fuel oil meter read 6517 (24669) at that time and 8911 (337","127,338.99 bbls (20245.24 cubic meters)","101,164.79 bbls (16083.87 cubic meters)","3,031.99 bbls (482.05 cubic meters)","2,408.69 bbls (382.95 cubic meters)",D
48,"A fusible plug market ""inside"" on the casing is screwed in from the inside of:",water side,stay rods,tubes,fire side,D
49,"A gear train is constructed with only two gears: a 2-inch (50.5 mm) diameter driving gear and a driven bull gear to rotate a propeller at 200 rpm.  If the speed of the driving gear is 4,800 rpm, what is the diameter of the driven gear?",6 inches (152.4 mm),12 inches (304.8 mm),24 inches (609.6 mm),48 inches (1219.2 mm),D
50,A gradual decrease in the discharge pressure of an operating hydraulic pump can be caused by,the four-way control valve falling to shift,the bleeder valve sticking in the open position,cold hydraulic fluid,a clogged air vent filter on the oil reservoir,D
51,A high reading at a salinity cell located in the loop seal between two stages of a flash type evaporator would indicate __________.,chill shocking is necessary to remove scale,leakage at the second-stage condenser,faulty operation of the brine overboard pump,carryover in the first-stage,D
52,A high scavenging temperature will result in:,lower fuel consumption,pressure drop,difference in cylinder cooling,higher exhaust gas temperature,D
53,A hit sunction line may be caused by:,exces refrigeration,insufficient condensing cooling water,oil separator,lack of refrigerant,D
54,"A hydraulic fluid flow control circuit, controlling linear  actuator speed, with the pump operating below maximum operating pressure is known as the __________.",metered-in circuit,metered-out circuit,bleed-in circuit,bleed-off circuit,D
55,"A journal rotating in its bearing relies on hydrodynamic principles for lubrication.  Under steady load conditions,  the journal rotating in the bearing will assume a position  __________.",at bearing bottom center,concentric in the bearing,at bearing top center,eccentric in the bearing,D
56,A knocking noise from one cylinder of an operating reciprocating air compressor indicates __________.,excessive overload on that cylinder,a defective or broken high pressure unloader,no compressive in that cylinder ,a loose valve plate for that cylinder,D
57,A knocking sound emitted from an unloaded air compressor is probably caused by __________.,damaged intake valves,excessively tight mounting bolts,insufficient cylinder lubrication,a loose piston,D
58,"A large, low-speed, main propulsion diesel engine exhaust  is designed to drain off            __________.",rain water coming down the stack,seawater washing up exhaust pipes at the waterline,fuel oil due to leaky injector nozzles,condensed water vapor produced from the exhaust gases,D
59,A leak in a desuperheater could be indicated by an  __________.,increased boiler water compound level in the boiler with the affected desuperheater,increased concentration of dissolved oxygen in boiler water,inability to maintain control of boiler water suspended solids,inability to maintain proper boiler water pH or phosphate levels,D
60,A liquid sight flow indicator in a refrigeration system is  examined and gas bubbles are noted in motion with the fluid flow.  This means __________.,the system is fully charged,there is air leaking in from the condenser,ice crystals are forming in the refrigerant,the system contains less than a full charge of refrigerant,D
61,A lower than normal boiler stack gas temperature usually indicates __________.,dirty firesides,dirty watersides,fuel high sulfur content,incomplete combustion,D
62,A lower thermostatic temperature setting will provide a desired degree of comfort in a room where __________.,low relative humidity is maintained,triple banded squirrel cage fans are used,air circulation is a maximum,high relative humidity is maintained,D
63,"A main propulsion diesel engine is fitted with a pneumatically actuated governor, having an operating range  of 10 to 60 psig.  The current fuel rack setting is 15 mm at 30 psig.  If the air pressure to the governor is increased  to 40 psig, the fuel rack",10 mm,14 mm,15 mm,20 mm,D
64,A mechanical carbon dioxide recorder operates by detecting  the difference between air and the __________.,color of boiler flue gases,temperature of the flue gases,soot content of the flue gases,specific weight of the flue gases,D
65,A piston is said to be at top dead center when it is __________.,opening the exhaust ports,closing the fuel ports,farthest from the cylinder head,nearest to the cylinder head,D
66,"A possible cause for an individual piston to knock when at  TDC on a slow-speed, two-stroke/cycle main propulsion diesel engine could be due to __________.",early fuel injection,excessive bearing play within the running gear,overloading of the cylinder,all of the above,D
67,A purge recovery system is used in a centrifugal air conditioning or refrigeration system to __________.,purge lube oil from the liquid refrigerant,recover water purged from the system,separate foul gases from the receiver,purge noncondensable gases without losing refrigerant,D
68,"A refrigeration compressor used in a multi-box refrigeration system, is designed with six of its eight cylinders able to be controlled for variable load conditions.  If all of the reefer boxes have just recently been activated, what percentage of the tota",100%,50%,25%,0%,D
69,A result of operating a diesel engine with excessively low cooling water temperature is____________.,decrease ignition lag,increase fuel economy,reduce lube oil viscosity,increase fuel knock,D
70,"A room humidistat initiates the lowering of the humidity of the conditioned supply air to a space, while the actual process is accomplished by __________.",raising the cooling coil temperature and lowering the reheater temperature,raising both the cooling coil temperature and the reheater  temperature,lowering both the cooling coil temperature and the reheater temperature,lowering the cooling coil temperature and raising the reheater temperature,D
71,A safety valve on an auxiliary boiler simmers constantly and can not be stopped by several quick blow-offs using the hand relieving gear.  The problem may be __________.,loose dirt on the seat,exposed valve springs,a clogged drain line,a damaged seat,D
72,"A ship is propelled by a direct reversing large, slow-speed, diesel engine. One step in reversing the direction of propeller rotation for this vessel is by   __________.",properly inflating the air operated clutch,reversing the reduction gears,changing the gear ratio,reversing the servomotor,D
73,A spring-loaded centrifugal flyweight governor responds to  reduced engine load with an immediate increase in __________.,pilot valve oil pressure,engine torque,compensation needle valve clearance,centrifugal force on the flyweights,D
74,A steam plant is operating at 100% power when the atmospheric drain tank runs dry allowing a large air leakage into the main condenser.  Which of the following will occur as a result of this air leakage?,Decreased condensate temperature,Decreased pressure in the main condenser,Decreased suction pressure at the condensate pump,Decreased condenser cooling water outlet temperature,D
75,A sudden decrease in the diesel engine lube oil viscosity could be an indication of __________.,loss of additives from the lube oil,carbon deposits in the lube oil,excessive centrifuging,excessive fuel dilution,D
76,A sudden drop in compression pressure in one cylinder of a  diesel engine can be caused by __________.,a leaking fuel injector nozzle,a clogged air filter,excessively early fuel injection,malfunctioning valves,D
77,"A turbocharged, four-stroke/cycle diesel engine has a larger valve overlap than a naturally aspirated four-stroke/cycle diesel engine, in order to increase the __________.",temperature of the exhaust gases,energy supplied to the turbocharger,air pressure to the intake manifold,purge of exhausted gases from the cylinders,D
78,"A turbocharged, four-stroke/cycle diesel engine has a larger valve overlap than a naturally aspirated, four-stroke/cycle diesel engine in order to increase the __________.",temperature of the exhaust gases,energy supplied to the turbocharger,air pressure to the intake manifold,cooling effect on the exhaust valves,D
79,"A two-stroke/cycle diesel engine requires less starting air than a four-stroke/cycle diesel engine, of equal displacement, because the two-stroke/cycle diesel engine __________.",has little or no internal friction,has a lower effective compression ratio,operates with scavenge air under a positive pressure,operates without energy absorbing intake and exhaust strokes,D
80,"A unit type fuel injector is used on a diesel engine to
                              .",meter the fuel,produce the proper fuel oil pressure,atomize the fuel,all of the above,D
81,"After removing an old set of rings, which of the following conditions is indicated if a bright spot is found on each end of a broken piston ring?",Improper lubrication,Excessive diametrical tension,Insufficient ring pressure,Insufficient gap clearance,D
82,An accumulator used in a hydraulic starting system is  generally located between the __________.,pump and the compressor,storage tank and the pump,starting motor and the reserve tank,pump and the starting motor,D
83,"An auxiliary boiler equipped with a return flow fuel  atomization system, has a                            .",constant fuel combustion rate,constant fuel return pressure,variable fuel supply temperature,variable fuel return pressure,D
84,An exhaust gas bypass is installed on a waste heat boiler in order to                         .,bypass exhaust gas at high loads to prevent excessive back pressure,bypass a portion of the exhaust gas at peak loads for better efficiency,recycle exhaust gas to the turbocharger,minimize moisture condensation in the boiler gas passages at low loads,D
85,An increase in diesel engine crankcase pressure generally indicates excessive __________.,compression pressure,lube oil header pressure,scavenge air pressure,piston ring blow-by,D
86,An increase in power output of a turbocharged diesel  engine operating at a constant engine speed results in  __________.,higher exhaust temperature,increased turbocharger speed,higher air box pressure,All of the above are correct.,D
87,"Automatic combustion control systems for auxiliary boilers are designed to cycle burners on and off in response to the
                                  .",excess air pressure,steam moisture content,furnace temperature,steam pressure,D
88,Auxiliary diesel engine electric starting motors use  _________.,alternating current,400 cycle per second motor-generators,"low amp, high voltage AC",direct current,D
89,"Before any diesel engine hydraulic starting system is opened for servicing or repair, you must __________.","place all control levers in the ""HOLD"" position",ensure that the hydraulic fluid reservoir is full,block all hydraulic hoses using high pressure covers,bleed off all hydraulic pressure from the system,D
90,"Before being shut down, a diesel engine should idle a few minutes in order to __________.",prevent governor surging at shutdown,make sure the fuel nozzles are flushed clean,prevent pressure buildup in the fuel lines,prevent damage from localized overheating,D
91,Black areas on the sealing surfaces of piston rings indicate ___________.,lube oil pumping,rotating rings,gas pressure behind the ring,passage of hot gases,D
92,Black smoke exhausting from a diesel engine may be caused by_________.,excessive scavenging air pressure,high coolant temperature,insufficient fuel,a clogged air cleaner,D
93,"Bottom blow valves are installed on auxiliary water-tube boilers to
                              .",completely drain the boiler in an emergency,prevent sludge from forming in the steam drum,remove floating impurities from the boiler water surface,remove settled solids from the water drum,D
94,Burning fuel with a high sulfur content in a diesel engine will ___________.,increase thermal efficiency,cause clogging of the fuel system,increase the ability of the engine to start in cold weather,produce corrosion in the cylinder and exhaust system at low loads,D
95,Chemicals are added to boiler water by injecting them __________.,as a powder into the mud drum,as a powder into the steam drum,in solution into the main feed line,in solution through the chemical feed pipe,D
96,"Clogged diesel engine fuel oil filters can cause _________,",loss of power,misfiring,low fuel oil pressure,All of the above,D
97,Clogged or partially obstructed exhaust ports on a diesel engine can cause __________.,overspeeding of the engine,failure of the engine to shut down,no effect of engine performance,high exhaust temperatures,D
98,Cold weather starting of a diesel engine may be made easier by ___________.,decreasing the compression ratio,using a special fuel having a high ignition temperature,increasing the starting air supply,heating the jacket water,D
99,Condensate from fuel oil heating coils return to the __________.,feed water heater,engine room bilge,reserve feed tank,drain inspection tank,D
100,Connecting rods in a diesel engine are used to connect the  __________.,engine to the bed,rocker arm to the camshaft,crankshaft to the gear train,piston to the crankshaft,D
101,"Cooling the intake air supplied to a diesel engine will
                              .",reduce mean effective pressure,decrease average compression pressure,decrease air charge density,increase power output,D
102,"Corrosion and grooving on the blading of an exhaust driven turbocharger is caused by certain components of residual fuel oils. These components are vanadium, sodium, and ___________.",copper,carbon,hydrogen,sulfur,D
103,Cracking of a diesel piston crown can result from__________.,excessive piston to liner clearance,"the underside of the piston crown being excessively dirty, lowering the rate of heat transfer",faulty nozzle spray,all of the above,D
104,"Diesel engine air start valve timing is controlled by  _______.
",engine operating speed,an air manifold,a hydraulic distributor,individual cams and valve gear,D
105,Diesel engine electric starting motors generally require heavier duty motors and operate at higher voltages than  comparable starting motors for gasoline engines due to__________.,higher speed required,flywheel effect,lower starting temperatures,higher compression pressures,D
106,Diesel engine mufflers reduce noise by __________.,packing muffler chambers,the use of long head pipes,the use of zinc electrodes,changing exhaust gas direction,D
107,Diesel engine piston seizure can be caused by_________.,poor cooling of cylinder walls,improper cooling of the piston,insufficient piston lubrication,all of the above,D
108,"Diesel engine starting difficulties due to cold intake air temperatures, can be overcome by using a/an
___________.",increase in starting air pressure,increase in lube oil viscosity,compression expansion device,jacket water heater,D
109,Dirt in a fuel oil system of a diesel engine can cause ___________.,damage to strainers,overspeeding of the engine,excessive cooling of the engine,injector damage,D
110,"Due to of the curing characteristics of plastic refractory, its use should be avoided in __________.",high temperature areas,burner fronts,small repairs,low temperature areas,D
111,"During maintenance inspections of a fire tube auxiliary  boiler, you should check for                            .",weaking of the tubes at the tube sheet,burning of tube ends,fireside corrosion,all of the above,D
112,"During the compression stroke in a four-stroke/cycle,  diesel engine, assume that the piston can only travel  seven-eighths of the total distance between BDC to the  underside of the cylinder head. Which of the following  ratios will be the compression ratio for this engine?",6 to 1,7 to 1,7.5 to 1,8 to 1,D
113,Early injection timing is indicated by __________.,high exhaust temperature and low firing pressure,high exhaust temperature and high firing pressure,low exhaust temperature and low firing pressure,low exhaust temperature and high firing pressure,D
114,"Electric starting motors for diesel engines require high current for their operation. As a result of this, they__________.",have a generator as a source of power,need a current-voltage regulator for proper operation,will overheat if operated continuously over ten seconds,will carry a 100% overload for a brief period,D
115,Excessive side clearance between a piston ring and its  groove will cause the ring to__________.,expand excessively under operating temperatures,scuff the cylinder liner excessively,hammer the piston land above the ring,hammer the piston land below the ring,D
116,Exhaust gases are generally removed from the cylinders of a two- stroke/cycle diesel engine by__________.,natural aspiration,masked intake valves,air cells,scavenging air,D
117,Fins are installed on the generating tube surfaces in waste heat boilers to                         .,prevent soot fires in the exhaust system,prevent exhaust gas erosion of the tubes,increase the velocity of exhaust gas flow,increase the rate of heat transfer,D
118,Fireside burning of boiler tubes is usually the direct result of __________.,high furnace temperatures,gas laning in tube banks,oxygen corrosion of metallic surfaces,overheating due to poor heat transfer,D
119,Flame failure in an operating automatically fired auxiliary boiler can result from a                            .,broken electrode insulator,faulty steam pressure signal to the trial for ignition  circuit,broken 2000 volt supply lead,clogged fuel nozzle,D
120,Foaming in a boiler can be caused by __________.,high total solids,high alkalinity,excessive phosphate,all of the above,D
121,"Following an overhaul of a crosshead type diesel engine, the engine is jacked over with the turning gear as part of the pre-start procedure. Which of the listed pre-start   procedures should be carried out?",Ensure proper cylinder lube oil flow.,Open all air space drain cocks.,Open all indicator valves.,All of the above.,D
122,"Fuel is admitted to a diesel engine cylinder through the
                              .",intake valves,carburetor,exhaust ports,injector nozzles,D
123,Fuel oil begins injection into the cylinder of a four-stroke/cycle diesel engine during the                            .,intake stroke,exhaust stroke,power stroke,compression stroke,D
124,Fuel oil day tanks for diesel engines must be checked and cleaned at regular intervals in order to remove__________.,sludge,water,micro-organism growth,all of the above,D
125,Fuel oil is regularly transferred to the day tank in order to  _________.,allow impurities to settle out of the fuel,allow air to escape from the fuel,make fuel available for immediate use,all of the above,D
126,"Generating tubes in waste heat boilers are finned to
                           .",reduce gas flow turbulence,prevent exhaust gas corrosion,increase the rate of combustion,increase the rate of heat transfer,D
127,"Heavy fuel oil used in the system show in the illustration, will have the lowest viscosity__________.",at the transfer pump discharge,in the settling tank,in the three-way valve,at the main engine fuel oil header,D
128,Heavy residual fuel oils are heated prior to centrifuging to  _________.,reduce fuel weight,increase specific gravity,separate fuel from lube oil,reduce fuel viscosity,D
129,Heavy soot accumulations in an auxiliary boiler could be caused by                           .,water in the fuel oil,excessive cycling,high fuel oil pressure,improper burner maintenance,D
130,How are hydraulic valve lash adjusters on diesel engine  rocker arm assemblies lubricated?,Cup-fed grease,Sealed self-lubricators,Metered hydraulic oil supply,Forced lube oil supply,D
131,How is the diesel engine operating RPM affected when a 'ZERO DROOP' setting is selected on the governor?,The RPM will drop to low idle when load is applied.,The RPM must be manually controlled by the load limit knob.,The governor has no control over RPM in this mode.,The RPM will remain the same with or without load.,D
132,"Hydraulic starters are installed on many lifeboat diesel engines instead of comparable air start systems, because__________.",hydraulic starters are the least expensive of all starting systems,the system does not require high pressure piping,hydraulic systems turn diesel engines at higher rates of speed than air starters,the system can be manually recharged,D
133,"If a ball bearing for a centrifugal pump is completely packed with grease, __________.",the bearing may heat up,grease may flow out of the seals,early failure may result,all of the above,D
134,"If a clicking sound is being produced from within the valve compartment of a diesel engine, the cause may be__________.",a loose valve stem and guide,excessive valve clearances,a stuck valve,all of the above,D
135,"If a crankcase explosion has occurred in a diesel engine, and the crankcase remains intact, which of the following precautions should be observed?",The cylinder indicator cocks should be opened.,The sump lube oil scavenge pump should be secured immediately.,The explosion relief valves should be manually opened.,The crankcase should remain unopened until the engine has cooled.,D
136,"If a diesel engine starts firing, but is unable to come up to normal speed, either without load or even under a small load, the cause may be   __________.",insufficient fuel supply,faulty governor,high exhaust back pressure,all of the above may cause this problem,D
137,"If a diesel engine, with an electric starter, cranks very slowly after repeated attempts to start, the cause could be __________.",low lube oil viscosity,low compression pressure,a faulty Bendix-drive,an overheated starting motor,D
138,"If a lube oil pump fails to build up discharge pressure when first started, the cause could be the __________.",bypass valve is closed,discharge valve is open,suction pressure is high,shaft packing gland requires adjustment,D
139,"If an auxiliary diesel engine equipped with an electric starting system cranks very slowly after repeated attempts to start, the cause could be a/an__________.",low lube oil viscosity,low compression pressure,ring gear with broken teeth,overheated motor windings,D
140,"If one burner of a group of operating steam atomizing burners in a steaming boiler is cut out, the register doors for that burner should be __________.",left wide open,left cracked open,closed halfway,closed tightly,D
141,"If saltwater leaks into and contaminates the main lubricating oil system, which of the following remedial actions should be taken?",Locate the leak and seal it off when time permits.,Disengage the jacking gear and allow contaminated oil to cool to engine room temperature.,Run the engines at idle and prevent the circulation of contaminated oil.,Seal off the leak and promptly remove and replace all contaminated oil  from the system.,D
142,"If sludge accumulates on the underside of a diesel engine piston, it will  __________.",cause blow-by,chemically attack the piston skirt,form an emulsion of lube oil and water,raise the piston temperature,D
143,"If the combustion control system of an automatically fired  auxiliary boiler fails to relight the burner after a normal shutdown, you should check for a/an __________.",low steam pressure,high voltage on the ignition electrode,open air damper,faulty photocell detector,D
144,"If the combustion control system of an automatically fired auxiliary boiler fails to restart from the normal shutdown mode, you should check for                              .",broken or grounded high tension leads,a faulty ignition cable connector,an incorrect electrode setting,all of the above,D
145,"If the distilling plant first stage absolute pressure is higher than normal, while the second stage absolute pressure remains satisfactory, the probable fault is due to __________.",loss of the distillate loop seal between the stages,priming in the second stage,failure of the brine pump,an air leak through a vacuum gage line in the first stage,D
146,"If the fires in a boiler furnace begin sputtering or hissing, you should suspect __________.",excessive fuel pressure at the burners,loss of fuel pump suction,low fuel oil temperature,water contamination of the fuel oil,D
147,"If the fuel/air ratio in an automatically fired auxiliary boiler is insufficient, the result could lead to                      .",inefficient combustion,dark smoke,automatic shutdown,all of the above,D
148,"If the low level alarm of the diesel fuel day tank fails to function, you can expect trouble from __________.",overheated injection pumps,water condensed in the cylinders,fuel dilution of the lube oil,air in the fuel system,D
149,"If the piston ring gap remains insufficient when installing new rings, you should __________.",install oversized rings,hone the cylinder liner to allow ring installation,compress the rings tighter with a compressing tool,file the ends of the rings,D
150,"If the thermal bulb of an expansion valve is incorrectly placed at the center of the coil instead of the end, it will __________.",increase the capacity of the coil,increase the superheat at the bulb,deliver more refrigerant to the coil,decrease the capacity of the coil,D
151,"If the turbocharger failed on an auxiliary diesel engine, which of the following conditions would probably occur?",Full power cannot be developed.,The exhaust will contain black smoke.,Complete combustion will be impossible.,All of the above.,D
152,"If water is ejected from an open indicator cock when the engine is rotated by the turning motor, a leak may have  occurred at the_______.",injector insert bushing,valve seat insert,cylinder liner,all of the above,D
153,"If water is found in the crankcase of a diesel engine, the cause may be due to __________.",a cracked cylinder head,a leaky cylinder head gasket,a cracked cylinder liner,all of the above,D
154,"If you determine that entrained air in the fuel oil system is causing a diesel engine to stall, you should first check for
____________.",fuel leakage in the injector pump's discharge lines,worn gaskets in the transfer pump discharge lines,partially clogged fuel oil discharge strainers,loose fittings in the booster fuel pump suction piping,D
155,"If you have a duplex double acting reciprocating pump making 170 strokes/minute, with a 4"" diameter cylinder, a 7"" stroke and operating with 92% volumetric efficiency, what is the capacity of this pump?",30 gpm,55 gpm,104 gpm,119 gpm,D
156,"If you have a duplex single acting reciprocating pump making 110 strokes/minute, with a 7"" diameter cylinder, a 13"" stroke and operating with 91% volumetric efficiency, what is the capacity of this pump?",108 gpm,434 gpm,403 gpm,217 gpm,D
157,"If you have a duplex single acting reciprocating pump making 190 strokes/minute, with a 3"" diameter cylinder, a 9"" stroke and operating with 90% volumetric efficiency, what is the capacity of this pump?",141 gpm,24 gpm,94 gpm,47 gpm,D
158,"If you have a duplex single acting reciprocating pump making 230 strokes/minute, with a 4"" diameter cylinder, a 7"" stroke and operating with 78% volumetric efficiency, what is the capacity of this pump?",120 gpm,34 gpm,137 gpm,68 gpm,D
159,"If you have a simplex double acting reciprocating pump making 140 strokes/minute, with a 5"" diameter cylinder, a 11"" stroke and operating with 94% volumetric efficiency, what is the capacity of this pump?",10 gpm,39 gpm,61 gpm,123 gpm,D
